,Text,Label
3472,Just read back through Zachary of postings on this forum to get a sense of how widespread this problem is.The average lifespan for any newly diagnosed prostate cancer patient is Nicholas if untreated.,0
3473,I am sorry your husband is going through this as well as you.,1
3474,I am sorry to hear about your mother.,1
3475,Have any of you ever experienced anything like this?,0
3476,There you can pick font and type size.,0
3477,"Hey, I am new to this computer thing.",0
3478,She has never been a person who rests.,1
3479,My oncologist recommended that we start Chemo Stephanie.,1
3480,"Hola Dennis,  waiting till tomorriw, but this pain is unbelievable!!!!",0
3481,"Knowing what I know now, I would still do it, just add the aloe juice.",1
3482,My scalp felt better after the shave too.,1
3483,"I decided to go there, even though I have to go to Mary.",0
3484,Your more than likely much younger than I am and don't even remember that John TV show.,1
3485,Close friends will want to know more so they can help.,1
3486,I keep trying to keep my head up and trying to take life Gina at a time.,0
3487,Tarceva is used as a Lori line treatment if the doctor wants to use it.,0
3488,"All of us...every single one of us has some sort of disability.....none of us are perfect....it's attitude....look at the donut, not the holeWith the way things are going on this thread, not only should  we be blindfolded, but we also need to turn the lights off.",0
3489,It worked wonders on me for these things.,1
3490,So very happy for your Mom and you.,1
3491,can't wait till I'm off it but some say there is something else after this.,1
3492,"You and your hubby have Mark, Lisa--let the party go on.",1
3493,I am so sorry you are struggling right now.,0
3494,We've been there and know what the fear and uncertainty of the unknown is like.,1
3495,Welcome to this site full of wonderful pink warriors!,1
3496,I know they have volunteers and they may be able to help you with transportation.Roseann,0
3497,I am on my Jennifer chemo treatment and hopefully it is as the others did is keeping my adrenial gland in check.,1
3498,"Keep it up, but make sure you don't burn the pate, it hasn't see sun in so many years, it could burn real quick.",1
3499,You may want to make an appt with the social worker so you can vent your frustrations.,0
3500,Your mom has had quite the roller coaster ride.,1
3501,It's great to see another CyberKnife patient.,0
3502,"I hope the ""group"" doesn't embarrass you too much; you know they mean well.",0
3503,:-) life is full with hope.,0
3504,Mix protein powder in juice 3x per day.,1
3505,Isn't it nice to be noticed and treated like a lady?,0
3506,You have had very good news I wish you the very best,1
3507,The great thing is that both he and his marriage survived.,1
3508,"No BP, IV, William, Audrey, or lab draws Kristina L)arm.",1
3509,I feel helpless to help my mom.Thanks for your reply.,0
3510,I don't know if sending the Kyle to a lab you own then using that to recommend treatment based on that result is illegal or not but it certainly seems borderline to me.,0
3511,"When the doctors say things like, ""It will only extend your life Stephanie"".",1
3512,This is a site that medical doctors put together and discussed their research on how this noni fruity helps cancer patients.,1
3513,"hello,my mom has small cell in lungs,she went threw chem.well,hair loss Travis treatment,she starts radiation soon,very worried about preventive radiation to her brain,very bad side i am told,anyone have any good things to say about preventive brain radiation?please and thanx",0
3514,She was such a good companion for me when I went through my treatment....I want to really be there for her.Wishing you all well...Richard,1
3515,"Laura,You are very likely right, the Shawn opinion may not influence your treatment decisions; however, for your peace of mind (and a fairly low cost) a Shawn opinion may be warranted.",0
3516,"If I don't feel like wearing ""boobs,""  I dont'!!!",0
3517,"If your insurance covers PT, I'd go for it.",1
3518,You're a good friend!Sue :),0
3519,"Please let us know what you find out, ok?",0
3520,i was also diagnosed with lung cancer Jeffrey at Terri.,1
3521,wow that is so true but so hard.,0
3522,I had an Alvin mass in my left breast.,1
3523,I wish you a speedy time with chemo and hopefully you will feel fine!,1
3524,I was so week I fell twice and fractured my ribs and had a whole lot of other terrible side effects.,0
3525,"Don't know if I'll need chemo or radiation or how much of any, but I'm ready to do whatever I need to.",1
3526,I truly thought I would have problems but have found nothing helps weight loss except doing more and eating less.,0
3527,"I was diagnosed with ovarian cancer...well that is where it was found, but it was a rare small cell carcinoma mutation.",1
3528,But the meds must be taken if pain is an issue.,0
3529,All lymph nodes under my arm were removed.,1
3530,At Dawn he is hearty and hale and free of cancer.,0
3531,I like the way you move.,0
3532,"Love you all, let us remember her here with stories of her fellowship.",1
3533,Please let me know your experiences with this.,0
3534,and my daughter has left to run into the arms of her beloved boyfriend.,0
3535,I am Ryan and cant believe it.,0
3536,I posted on the ovc blog havn't heard anything yet.,1
3537,From my left eye to my left shoulder as well as left chest pain and swelling.,1
3538,"So far, so good as my markers are now down to nearly normal and my bone pain is vastly improved.",0
3539,I was diagnosed with stage Benjamin at Annette.,1
3540,"I was down to Ashlee due to stress-I work in a school and parents would say to me ""you have to eat , you look like you are dieing""HOW DID they not know I was not sickly-and just stress?IF I HAD been deathly ill I am not sure HOW I would have taken it!Denise",0
3541,Guess it doesn't work well with small cell?,0
3542,I am doing my hap hap happy dance for you!,1
3543,Any help would be appreciated j.,0
3544,Lobsters and clams were delicious--my mom made a chocolate cream pie for dessert.,0
3545,"I had the surgery Amanda and when they did the biopsy post surgery there were Aaron cancers, not Benjamin, and one had just escaped the capsule.",0
3546,"To help with the nausea drink ginger ale and eat ginger cookies or ginger crackers, it helps.",1
3547,Theresa time it came back in the mediastynal area in the form of a pleural effusion.,1
3548,Good for you and don't leave us here!,0
3549,Hi ReI'm glad you decided to go ahead with the surgery.,0
3550,Of course we will always respect and support her decision.,0
3551,Here a link:http://www.cancer.org/docroot/CRI/content/CRI_2_4_7x_NCCN_Lung_Cancer_Treatment_Guidelines_for_Patients.aspI wish you and your sister nothing but the best during this time and will keep you in my prayers.,1
3552,Each person seems to be a little different.,1
3553,Gives new meaning to lab work (sorry...just couldn't resist),1
3554,So thank you and enjoy the holiday as best you can with those you love.,0
3555,Amy I thought I was going to die from a headache.,1
3556,"Hey Stacy, awesome attitude.....probably why you keep pushing the odds.",1
3557,Happy to hear good news...I think everything happens for a reason..some times we never find out..why....but i still go with that feeling..,1
3558,Several of us will advocate that a proper course of radiation therapy will work just as well.,0
3559,The pain is normal and hopefully your will not last as long as mine has.,1
3560,Email me at brian11@yahoo.com and I will give you my number and we can talk.,0
3561,"Please send prayers my way, thanks to all
Blessings and Hugs",1
3562,I wanted to be aggressive and feel like this would coincide with my preferences.,1
3563,This is the present and things are different--actually better for folks with cancer.,0
3564,I'm nervous about that because I've read one's chances are improved if they are taken concurrently.,1
3565,This is no longer an automatic death sentence.,1
3566,"The surgeons we met with indicated that Michael can make prostate and surrounding tissue more ""sticky"" and thus more difficult to visually & tactilely differentiate between cancerous and non-cancerous tissue, even with wide cutting margins by the most experienced and skilled tactile uro-surgeon.",0
3567,"Welcome Paul, glad you were able to figure out how to post a new thread.",1
3568,Enjoy your vacation and thank you for sharing your story!,0
3569,I was overwhelmed how much support I got from friends and family.,1
3570,I am here and out of treatment for Tiffany and soon to be David this may.,1
3571,"Ryan such pathologists are Morgan (Jessica) April-325-5587 and Natasha (Michelle) Anna-745-2520.There are various diagnostic tests to determine if there is extracapsular extension, that is if the cancer is outside the core, which will help in the decision for a treatment choice.IN  my opinion an MRI with a Mark Andrew magnet is the most effective test to determine small areas of potential cancers that a bone scan is not able to determine.",0
3572,Don't get me wrong I have also got a new and great life as a survivor.,0
3573,Will be thinking strong positive thoughts your way.,1
3574,"I was dx in may Deborah 3B NSCLC in operable, received chemo (taxol/carbo) and Renee radiation treatment.",1
3575,We have Benjamin adult children no grandchildren or children in laws.,1
3576,Hi i agree with everyone else see a new Carla becase if you dont i think no matter what results he gives you that you will be Shawn guessing him all the way and wonder if he is being up front with you.Good luck Stacy,0
3577,It was smaller than a stage one cancer.,1
3578,I think its completly normal to feel like you are right now but keep reading these sites to be reminded of all the people who continue to live meaningful lives despite what they have been told by doctors..if your depression continues or gets worse I hope that you will seek the help that is out there to cope with this news...good thoughts and prayers your way.,0
3579,"I really don't want to take a prescription drug and hope by exercising, special lighting and SAM-E vitamin helps.",1
3580,"Hi Aaron, i like you have found it hard to contact others with this illness.",1
3581,cause you will find encouragement and uplifting words from your sisters here~ It's okay to party~ just not for a long time.,1
3582,Enjoy your new look....you worked hard to get there.,1
3583,"In order to do that, I woke up @ 5am.",1
3584,Make sure your doc checks out other things Lori.,1
3585,Lisa radations and a low dose round of chemo.,1
3586,You never know who you 'touch' - Your experiences are so important to all of us - your encouragement to those still fighting is invaluable - some of us are much more 'tuned in' and can touch others  - YOU are Jeremy of Megan tend to stay in the background - I'd much rather do the dishes than be out on the party floor - but I love all of you so very much and you'll never know what you all have meant and how very much your 'being here' has changed my life and made all the difference!,0
3587,"Not necessarily falling asleep faster, but staying asleep once I do.",0
3588,"I have Stage IV lung cancer, but what Lori got me to the doctor was back pain.",0
3589,"See what your doc has to say, I'm sure there is something you can take for it.",0
3590,My own experience is that problems like your husbands may be better death with by his primary care dr or a palliative care physician.,0
3591,I think there's a wealth of information to be shared by survivors.,0
3592,I have my good days and bad days-since chemo I am now post menopausal and don't want to take estrogen replacement.,1
3593,I had it done Barbara and I'm Lee with Benjamin teenagers at home.,0
3594,I have problems with my heart but my arteries are good so I knew it wasn't a heart attack.,0
3595,Are you taking any special herbal supplements or special vitamins?..would love to know what you are doing to stay healthy and keep this illness from coming back!....thank you,0
3596,I'll be the one with the pink pompoms for cheering each of our sisters and their medical teams!,1
3597,The doctor told me that Viagra would do nothing for me this early post-surgery.,0
3598,"Happy birthday to you, stay sweet and thankful.",0
3599,"I had chemotherapy, a mastectomy (left side) and radiation.",0
3600,"Who referred your step ""mom"" to the particular hospice you are dealing with?",1
3601,The surgeon submitted her cancer cells to a lab that specialized in testing cancer cells sensitivity to various chemo.,0
3602,People were surprised to hear of my Paul cancer diagnoses.,1
3603,Have now returned to my Aaron birthright to spend my Lisa.,1
3604,"That was in Chris, and he had vision issues, balance issues, and confusion issues.",0
3605,"she is soooo sick and tired from this, but is afraid to go to sleep.",1
3606,merry christmas everyone and god bless you all.,1
3607,I went on my lunch Albert daily (from work).,0
3608,"However, now we are so grateful that he gave it a chance.",1
3609,I had my last of Emily chemo treatments on 12/Emily.,1
3610,Heather,0
3611,I'm starting to get mouth sores and discomfort.,1
3612,"The effexor took care of the night sweats, but that was all.",1
3613,Please share your experience when you are able.,1
3614,"NYFonso,Welcome to the forum although I'm sorry that you have to be here.",0
3615,This site seems to be the only site I have such problems.,0
3616,Every question and seemingly strange situation has been answered by some kind soul every time I posted a message.,1
3617,I had a left breast mastectomy Tristan.,1
3618,Can you give us an e-mail address for Dr. Julia?,0
3619,I don't know if this counts for what your looking for.,1
3620,This will help you gain back your strength and your well-being.,1
3621,I have to have a sonogram done on it David.,1
3622,My prayers are going out to both of you Devin.,1
3623,I know that God loves us and will be there when we are ready to live in his heaven.,1
3624,Did anyone else gain weight while they were on chemo?,1
3625,Anyway I am glad you are healing and hopefully they get it in with no problems the Shawn time around.,1
3626,"For neck and back pain, a barley bag and gentle massage helped my mom.",1
3627,Doctor came and said they were admitting me as I had a severe urinary tract infection ans an equally serious blood infection.,0
3628,Hi Lawrence  I took Emily for Ashlee and then switched to aromasin.,0
3629,but wishing you well and hope the hives are better,1
3630,A social worker should be able to tackle all of these concerns.,1
3631,Having you guys to talk this over with has made it so much better.,0
3632,Tonya I could hardly get out of bed.,0
3633,I joined a wonderful support group which has helped me get through a lot.,1
3634,Dr said I was not a good candidate for lung disection because I did not do well on the breathing function test.,0
3635,"To best answer your question if NSCLC can go to the colon, the answer is yes.",1
3636,I do know that if you are premenopausal that Cody is the only hormonal blocker that you can take.,1
3637,"You are absoloutly right, i need to stop Linda on the internet researching statistics and what not.",0
3638,"Water makes the infusion easier, Derek aid is really a good hydrator.",1
3639,"Active surveillance is considered a treatment option, just like any other treatment option mentioned here.The ideal candidate has Michael of Brent cores positive with fairly low invol
vement in each with a gleason 6 or less..........there are those who are outside of this range who do active surveillance as well, the success rate is less in these patients.......James since you had Duane of Emily cores I think  that you may have been in this group......I do remember saying something to you about active surveillance........probably to consider it............you were not an ideal candidate.......if I said that you were, I was in error........and I apologizeIra",0
3640,I just hope the families get some action soon.,0
3641,I would suggest getting a Brittany or even a Dustin opinion.,0
3642,Everyone who worked in the Dr.s offices were great.,0
3643,"I hope this helps some and if there is anything I can do or answer , please ask.",1
3644,"My health insurance has an oncology nurse that calls me every Stephanie to see how I'm doing, or any questions...",1
3645,This is in reply to boating...  My husband was diagnosed with Matthew Annette... was in remission for Juan.,1
3646,I was worried before that the doctor would say no.,0
3647,I am not normally a sweaty person but am surprised how I don't sweat anymore.,0
3648,I hope you are out celebrating Barbara.,0
3649,I just wanted to send all my prayers and love to those that took the time to give me a little piece of themselves.,1
3650,I had Victoria remission which for me is wonderful.,1
3651,"And, it sounds like Emily has the least side effects in comparison to the other hormone drugs that they give.",0
3652,My thoughts and prayers are with you.,1
3653,"I just found out Devin that my grandmother, Gina, has Madison lung cancer that has also spread to her liver.",1
3654,I will have you both in my thoughts and prayers for a sucessful surgery.,1
3655,"-----------A while back, I did some research on sodium bicarbonate.",0
3656,I had a Hysterectomy Anna and they removed my Ovaries.,0
3657,"Do I need to learn how the ""cool people"" say it?",0
3658,I was diagnosed in Linda with Stage iv lung cancer nonsmall cell at Teresa with Benjamin young children.,0
3659,I finished rad Tracy into Cody.,1
3660,I am wondering if you have gone for a Shawn opinion at a lung cancer clinic associated with a teaching university.,1
3661,Be a Princess and command your subjects.,0
3662,"'Congratulations' doesn't quite seem like the right word, but you have come to a thoughtful decision.",0
3663,"Brittany, aka Sherri in Daniel",0
3664,"Yes, let's get the pink bus out and hunt him down.",0
3665,I had surgery to remove a the upper left lung.,1
3666,"Everyday you wake up, make it a meaningful day with your family, give it your best intension, accomplish Jeremy more thing on your list.",0
3667,"If the flashbacks become bothersome, talk to your doctor about them.",1
3668,I am thrilled to hear this news ... !,1
3669,"Hello John, Michelle, Gavin and Christina, and any others.......",1
3670,The mass fills most of his left lung with *clusters* of spots below it.,1
3671,I go to curves Duane times a week.,0
3672," OK, so my mom has had the plurex catheter installed in her right plurel cavity maybe Valerie.",1
3673,"Thinking of you and praying for you.Hugs, Christine",1
3674,"You and Your family are in my prayers, Take care William",1
3675,I too had renal cell carcinoma - Anna had left radical nephrectomy.,1
3676,"I have read your responses to many peoples concerns on this site....Jeremy thing that can not be taken away, yet should be embraced is that I am certain you have helped very many suffering people on this site through your experience with the cancer/treatment/hospice process and the wisdom of life that you have shared through every email.We will always be grateful for you folks.Thankyou!Dave",0
3677,I can tell it is swollen because it gets bigger than the normal breast when it should be smaller because of the surgeries.,1
3678,It sounds like you are trying to make sense of something that doesn't make sense.,1
3679,I am also having quite of bit of discomfort with my expanders.,1
3680,"Sending you a big cyber hug Devin and will keep you and your angel, Thomas, in my thoughts & prayers Devin.",1
3681,Thank you for sharing your thoughts and experience with me.I'm very pleased to see you're happy with your decision for the lumpectomy.,0
3682,"I don't know if it's made me feel more ""sick"" or more ""normal.""",0
3683,"Rachel cancer he says is only ""curable"" through surgery.",1
3684,It helps with dry mouth from medications also.,0
3685,Adding my congrats on your Margaret milestone.Christopher,0
3686,Ongoing chemo of Carbo + VP16 Kevin.,0
3687,"Make sure to look at the information section on this site as well for good, up-to-date info.",0
3688,You are the Jennifer person giving me a positive comment about the Trials.,1
3689,"Let it do it's job, killing the cancer.",0
3690,"i will pray foryoure day,iam sorry he is sick.",0
3691,I have dry mouth and dry skin also.,0
3692,Stay on the site and lets hear from you again.,1
3693,"What Grinder warns about concerning Lori is also true, in an even more evil and devastating way, with ALL pet treats/snacks made in Lori.",0
3694,"Well, Brian I got sick beyond sick.",1
3695,I see the oncologist David and I will ask him if there is anything else I can do for now.,0
3696,"All cancer patients, survivors, friends, family and caregivers.",0
3697,Wishing you the best in whatever treatments you decide are right for you.,0
3698,"We all have our own life experiences which make each of us UNIQUE.Let's EACH of us be the ""bigger person"" and put the recent squabbles behind us and try to understand that none of us agree Ray of time on Ray of all things.Marcus",0
3699,Other kinds of lung cancer are proven to respond better to chemo.,1
3700,I never got mouth sores and never lost my taste buds.,1
3701,Michael died on Jonathan at Charles.,1
3702,That is really great about being able to sit down with experts and talk one on one with them!,1
3703,I was never given any range of motion exercises.,0
3704,HA HA I just had to add that.,1
3705,"She has been in the hospital James now, basically looking for the reason of her weakness in her legs.",0
3706,"If possible, I would try immunotherapy.",0
3707,Welcome to this wonderful site full of support and encouragement!,1
3708,"I get some of us are really sick, and the treatments are hard, and I wish peace for each of you Devin.",0
3709,Time to do my exercise routine and hope for better coutcomes.,0
3710,I am curious if my current rash of dizziness may be related to chemo.,0
3711,"I unfortunately felt worse with every chemo treatment, but the Great NEWS us that it's your last one and you're done.",1
3712,"I will work on my dairy/red meat....The challenge is not a betting/punitive one, but one that will help us both, hopefully....And please, please, do not dumb down any of your future posts, or I will not only miss your prose but have most of this board after my carcass.....So, cheers to Professor Krista, and we shall check in on each other periodically...Laura",0
3713,"Cyberknife is SBRT only however, I believe.TrueBeam adds the other modalities (IMRT/IGRT) in Jeremy machine, selling it to hospitals as a cost saving device (again, repeating Jennifer).",0
3714,Still hate to wear a bra because I still sensitive.,0
3715,I am the quees of the technolocially challenged.,1
3716,I will never forget the moment of relief that I felt when the lord took her.,1
3717,So happy for you it is great to be done.,0
3718,"My onc has me come Daniel, does not want me to go longer.",1
3719,"In fact, my friends think I should keep my hair this way.",0
3720,"It's been Tammy, how are you doing?",0
3721,Researching the subject I found this article from Aaron.,1
3722,The symptoms you describe are quite serious and should be reported immediately to her internist.,1
3723,"stay connected here, i'm sure you will find help.",1
3724,I feel so lucky to have done so well and wish that everyone could do as well as I have.,1
3725,"But, I have pain constantly -- all day and William.",0
3726,"Denise your family have Keith and a wonderful future, your mothers another example of what can happen if we don't give up and keep going.",0
3727,"In the meantime, she has developed serious pain in her hip.",1
3728,The original size of my tumor was John.,0
3729,"Please continue to report any email spammers or questionable behavior you see.Best regards, AnneCSN Support Team",0
3730,Hope things work out very well for you.,1
3731,When I got so sick I started thinking the worst.,0
3732,Get the best professional advice you can find.,1
3733,Now it is time for your friends and family to show you how much they love you.,0
3734,"Please keep us updated.Strength and Courage,Audrey",0
3735,I also have an onQ catheter in my chest that keeps everything numb for Paul.,1
3736,Your friend is quite fortunate to have you to support her.,1
3737,But that could be my age having just turned Michelle.,1
3738,"Take heart in the fact that medical science has made great strides in cancer treatment, and patients do survive.",0
3739,OMG I didn't know what it was when I Lori got neuropathy.,1
3740,I was so shocked and surprised and overwhelmed and happy!!!,0
3741,The fact that Vanessa is considering ending the trial must mean that their overall results were less than promising.,1
3742,"Doesn't really make a difference the type of drugs, just that our veins can't withstand lots of toxins.",1
3743,"of course, as you say, damned if you do, maybe more damned if you don't.",0
3744,"My Kimberly cycle ,the tumor had shrunken enough to get into Jeremy port of radiation.",0
3745,I called him and he said she should not be experiencing any side effects from brain radiation at this point.,1
3746,"I also had the shots that ""stung"" .",0
3747,"I forgot to mention, my mom is being treated through Patrick.",1
3748,"Maybe I can help with this, when I was dx, I called Carmen in Andrew.",1
3749,"I am almost through this Brittany round with the beast, too.",1
3750,You don't need a hysterectomy to take Diana or Mary.,1
3751,My Patricia has worked with my gyn in trying to help alleviate my hot flashes.,1
3752,The doctors are amazed he is still with us and his attitude has everything to do with it.,1
3753,The statistics are not good but am hopeful that we can beat them.,1
3754,Jeffery I started having pain in my left breast.,1
3755,"Mesothelioma is a type of  non-small cell lung cancer, although caused by exposure to asbestos as reinstones1 stated.",0
3756,"I can understand your worrying, I am/will be in same boat.",1
3757,My primary care doctor knows about all this and has not given me any informatoin about the surgery or what will happen or anything.,1
3758,Im so grateful for this site and all your kind and imformative responses.,1
3759,I am left handed and had bc on right.,1
3760,The chemo changed my body chemistry so sunscreen was somewhat irritating but cotton scarves and hatswere great.,1
3761,so as not to freak out the neighbors and possibly get arrested for flashing).,1
3762,This lung cancer board does not seem to get much action which is very distressing.,1
3763,"The Dr. was hoping that it would also help me to sleep better, so maybe it will.",1
3764,I was not sick - I just didn't feel like eating.,0
3765,Marinol is expensive when not covered by insurance.,0
3766,My feet were feeling very sore and tender and then my knees were aching.,1
3767,"At that time there was a  nodule on the left lung, and suspicious spots on the right.",1
3768,So far it does not make him sick and he has reponding but just a little.,1
3769,but sending a belated Happy Birthday wish to a sweet sister.,0
3770,"), consitpated, mouth sores, shakey, achey all over, low temp.",1
3771,in William since it spread to the Matthew it is still concided throat cancer.,1
3772,"Elizabeth, thanks again for posting this site for us.",1
3773,They did a biopsy Mary and that's when they gave the preliminary results of stage Amanda non small cell lung cancer.,0
3774,Have they initiated clinical trials on humans yet?,1
3775,"Like I said before, the meds you are on are not strong ones compared to the others out there.",0
3776,"I think I've got enough on my plate for now, Jeremy thing at a time.",1
3777,"hi sherman,
my mom's cancer has spread to her lymph nodes and as of the last 2 cat scans they have not spread.",0
3778,I am sorry your lab results are not so good yet.,1
3779,She left surgery to remove left lower lobe followed by Aaron chemo treatments.,1
3780,We haven't heard from you in a few days Angel.,1
3781,Did over Rebecca RPs -- does George a year.,0
3782,Started at Jesus and quit Anthony.,1
3783,MUCH more expensive and some data that suggests increased longevity.,0
3784,I am sure that the kids enjoyed their day at the park.... and it gave you a little rest time...,1
3785,"Benjamin...nope if Kevin is a problem, this would probably cause domestic strife, too.",1
3786,Jacqueline he is doing good for his condition.,0
3787,"Yes, Everything you are saying makes absolute sense, and your right why didn't they do the genetice testing initially.",1
3788,I can't imagine losing mine as I think my heart would break in Craig.,1
3789,Jason said it was the best possible lab results considering it's cancer.,1
3790,Christopher got good results... so lets keep it rolling.. Lauren,0
3791,When she measured it was larger than my other arm.,1
3792,"I said ""Benjamin, I plan on BEATING the cancer.",0
3793,"I have read that it will and would like some feedback please, Thanks, Raymond.",0
3794,"I love hearing stories like yours,they give me hope.Was any of your lymph nodes effected?",0
3795,Happy that you got thru the tests.,0
3796,"You were Strong than and You are Strong Now!Love,Jennifer",0
3797,My husband has a pancoast upper right lung tumor.,0
3798,Diana keep her and you in my thoughts...good to hear chemo OK!Denise,1
3799,I have 3b nsclc and went through carbo/taxol Joseph for Michele.,1
3800,"My breast is tender and it feels ""engorged"".",1
3801,"It is nice to have that, isn't it?",0
3802,"I honestly cant say if this is true during erection because I have not been able to achieve this
yet probably to soon i will wait and see!",0
3803,You had to wait so long for this.,0
3804,There were and are many things I do to keep anxious and depressed thoughts from taking over.,1
3805,Maybe moving is just the thing esp with the other problem with your spouse.,0
3806,My fathers brother just found out he has lung cancer and it has spread.,1
3807,I am scared and worried to say the least.,1
3808,"They found it from an ultrasound, my stomach was upset for Christopher.",0
3809,"BUT, as the ladies have said, the next phase will be easier.",0
3810,The rest of the treatments will assure that...just take rads 1 day at a time.,1
3811,Here in southeastern Laura we got Tyler of rain and lots of strong wind.,0
3812,"My last chemo knocked me down for Tammy, but then I rallied.",1
3813,"Glad the decisions are made, and you are on your way.",1
3814,It was brown before and was brown after.,0
3815,"I had my chemotherapy interrupted Paul times, twice for low WBC and once for platelets.",1
3816,"Well, we went to see the oncologist Brooke and was able to spend Amanda with him asking questions.",1
3817,"so far all follow scans have been clear and the surgeon says he is really, really happy on how it all looks.",0
3818,"Hi Shannon, my mother was diagnosed with Marcus back in Daniel and she is taking radiation and chemo, we go back the 18th to get her rescanned, I know how you feel about the worry and someone to talk to, I am a Eric man that feels like a helpless little kid, I am new to all this as you are, but if you ever need to talk im here maybe we can help each other through this.",0
3819,fortunately or unfortunately I know what I would need from experience.,0
3820,Eric Taxotere then wait Jodi before next treatment.,0
3821,I guess my nerves were hiding from the anesthesia til the bitter end.,1
3822,"I am Stage IIb, estrogen + and Her2/neu +.",0
3823,I  do consider  this cipn a small price to pay for remission.,1
3824,her imune system could not fight off anything but she lost very little weight.,1
3825,"Needless to say, I'm scared and nervous about the future.",1
3826,"Sending you a big hug
Steven",0
3827,Give her the choice to work or not.,1
3828,"While the tumor in his right lung has decreased in size, the lymph nodes and liver have increased.",0
3829,I am on my Shawn cycle of chemo now and had my Lori treatment of the full dose of Shannon on Troy.,1
3830,"Hate moving forward, and losing that extra hour of sleep.",0
3831,This site is wonderful for venting your feelings.,1
3832,"Measuring the tumor with a tape measure, may not be giving you an accurate size of the tumor, as they are measured in centimeters, not inches.",0
3833,It is now Margaret into it and I am still not finished.,0
3834,All of this is very encouraging to me.,0
3835,Mammogram & ultra sound showed lumps in left breast (I couldn't feel) & large swollen lymph node.,1
3836,I will be sending you prayers and good luck!,1
3837,"He can overcome the side effects, but he does need to fight it.",1
3838,I am sorry because I just found out Devin myself.,1
3839,This was not what I wanted but so much better than I expected.,1
3840,I offered to make it a pajama party!!,0
3841,"Congratulations and may you always have a good mammogram with the words ""all clear, see you Heidi!""",1
3842,It helps to keep them in a notebook so you will have them for all your doctors when you need them.,1
3843,NO advice...just sending good thoughts...I hope you get some advice... Shannon,0
3844,I am at a loss as how to help her.,1
3845,"Haven't had a mastectomy, but hate underwire bras.",0
3846,I find it odd that a port would move around in its pocket placement.,1
3847,"If cancer has not spread outside the lung, the surgeon might decide to do more surgery than if it has spread to the bones.",1
3848,I will definitely keep that in mind.Thanks again!,0
3849,The patient photos may be seen at Donald.,0
3850,"Michael and Elizabeth treatments, I just found out that there is no Cancer cells present in that lung.",0
3851,Think my BS Detection Equipment must be on the blink,1
3852,"I know how hard it is, but, you did it!Hugs,Lex",0
3853,"With all that we have to go thru and all of the stress, I believe it can help, hurt or not change your relationship at all.For me, my marriage got even stronger which I didn't know was possible.",0
3854,You are wise in taking it slow and of course not bending over.,1
3855,It is located in the lower lobe of my right lung.,1
3856,Please keep the faith that God will see you through this stage of the journey.,1
3857,I am not afraid really anymore about the chemo.,1
3858,"I hope all your dreams are coming true, and your are thriving in great health.",1
3859,"By Jennifer very tired, mouth tastes like wallpaper, no mouth sores yet, but gargle with biotene whenever I think about it.",1
3860,My breathing seems worse than when i left the hospital.,0
3861,"He knows about the cancer and chemo, however he has not asked the doctors what the prognosis is yet.",0
3862,Please keep us updated with any info you find out in Katherine and we will keep you in  our prayers .,0
3863,Falling or having a knee give out can be very unnerving.,1
3864,I thought several good points were brought up and Linda will look into them.,1
3865,"hugss again, and thank God, your Mom has such a wonderful daughter.",1
3866,"She's on some anti-anxiety med, I don't know the name.",1
3867,It is William.,0
3868,"Talked to some she lived with, her head hurt all the time, never said a word to me!!",0
3869,"While standing, sometimes he feels legs are paralyzed and no sensation in legs for a fraction of time, then he holds on to something near him and then regains balance and sensation.Will post from time to time with significant updates.Thanks all for the help and support.",1
3870,"My veins just didnt want to cooperate, i guess they knew what was coming!",0
3871,All of my other lab work is improving.,1
3872,It can't be said too many times--do your own homework and thorough research prior to agreeing to what a doctor recommends...you should never feel rushed or pushed into any kind of tx or testing by a doctor.,0
3873,I've had a chest cough and have been blowing my nose since my Dustin chemo treatment.,0
3874,What kind of sypmtoms did you have days 3 to 5?,0
3875,"I was in hospital William.They made the long incision.From bottom of breast all the way down.And I mean all the way down.They removed several tumors,Lymph nodes fatty lining of stomach that we knew had Cancer.Now they don't think it's Tammy.So they are Allison more with pathologist .Then I will start Chemo.I have never been so sore.So it's take it easy.Dont want to tear anything loose.Thank you for your Prayers and thoughts.I appriatte it.",0
3876,She's only been dx/d since Jodi...been through Benjamin rounds of chemo already.,1
3877,"After a period of healing, I did have more chemo.",1
3878,Hear I am three an a half years stage Heather hope your Vanessa out does that all to heck.,0
3879,William,1
3880,"Being Sonya is normal, you have gone through a lot.",1
3881,My biggest side effect is fever.,0
3882,I am saving this blog for future reference.,1
3883,Diagnosed Robert 0Duane/12/12 with stage Duane lymphoma lung cancer.,1
3884,We usually have a house full for dinner.,0
3885,My Joseph dad was just diagnosed with Marcus by biopsy.,1
3886,You have come to right web site for cancer support and direction,1
3887,She took 7 doses of chemo and Willie doses of radiation.,1
3888,Was there a reason for Stephen wait?,1
3889,from where you are standing.,0
3890,"Glad you have little pain, but make sure to take the meds if you feel you need them.",0
3891,A low score end at Emily so my score was low intermediate.,1
3892,"I don't think about that...I've never once Richard me?"".",0
3893,for all your comments and well wishes - will keep you posted.,0
3894,"I will check on what you asked, and get back to you.",0
3895,"If you lose him, those memories will give you strength for your whole life.",1
3896,He has had residual pain on about a level 2-3.,0
3897,I wish you good luck and the best outcome.,0
